source_row,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
195,0.9210029805,6.640113046,0.8363890608,-1.727924366,-0.795612943,2.175809405,-1.738815463,-0.7667380983,-0.7839217628,-0.2256260894
196,-0.1976894557,5.833946088,1.293554692,-0.6430255238,-1.009762037,1.88472266,-1.60944635,-0.5846034875,-0.09222864261,-0.19878159
197,0.9536986065,5.937638333,1.972875454,0.710779328,-0.8700387213,2.108551172,-1.101579394,0.09541145172,0.1489224499,-0.08541282258
198,-2.338031717,1.590152511,1.720628666,-1.477631231,1.316863102,2.452125962,-0.894871047,-0.6936277397,-0.9824305269,0.7189992885
199,-0.2091820247,2.48385497,-0.1901388158,-1.553309394,3.913747722,1.200697824,-1.622275358,0.306107228,-0.008487321771,-0.2478431936
200,-4.187968991,5.88468744,3.157967709,-1.706750444,3.610334964,-0.5486467445,-2.750061942,0.4657402519,1.100584065,0.2617624743
201,-2.202607203,2.146033243,1.478623105,-1.393247311,3.207879849,1.70222029,-1.140472508,-0.2643299194,-1.398801657,0.8794036058
202,-1.422282302,2.268634688,1.374157332,-0.5563715716,2.885819732,2.363523224,-2.244784136,0.0498122046,0.6516116914,0.4390620443
203,-2.649032956,4.458751421,0.6806915294,-1.39977988,2.025608252,2.243736149,-0.9953987929,-0.6278194459,-1.161177125,0.4500098794
204,4.923891907,3.652410765,-2.465589607,-0.1400744835,2.09826658,0.8399076969,0.7490627327,-0.5309683357,0.07599760485,2.125455213
205,1.624431023,1.123294751,0.9909163286,0.79976461,-1.90888616,1.083896156,1.230273538,-0.8989214265,1.031184523,1.000870514
206,3.628241179,1.748377558,0.6405942558,2.057024849,-0.51707497,1.514155025,0.7501780244,-0.5961968947,1.783602533,0.8859696315
207,6.499877665,-0.1108978094,1.472558731,1.123021578,-1.697326942,0.5356622423,-0.36571602,-1.3128865,0.3131838135,0.2486864231
208,3.532004826,1.513092159,1.474017412,1.907949822,-1.936329088,1.641195103,-0.4689709419,-1.481665593,0.9887171296,0.2442028938
209,3.17828264,2.700159456,1.426520811,1.341519484,-1.447188288,1.061412362,1.119915856,-0.6095624046,1.134551986,1.017237098
210,9.46738368,-3.560748362,2.702659863,2.149591009,-2.396371503,-2.517892787,-1.961595232,-4.787619393,0.3527188969,0.5178408971
211,11.36721153,-9.336580383,3.823023241,3.403787989,-0.2707745685,-2.209784631,-1.97032283,-5.629372647,-3.161623694,-0.7029745607
212,8.192712787,-3.236266709,0.4532185522,-0.5618902761,-0.7806059198,-2.70683946,-0.8490875679,-2.531620782,-0.4523646934,-0.2674421556
213,10.0534247,-6.405445088,1.569910149,5.881975493,3.400395337,-4.617289792,-5.184769438,-2.316232651,3.202866011,1.719069822
214,8.001935791,-6.950284488,2.135832939,0.1986646997,-1.234312008,-1.756455855,-1.717804594,-3.085757433,-2.510433294,1.083643732
215,9.05547381,-2.498878225,0.8086267234,1.448573983,0.06834249588,0.1711106694,-4.44191981,-2.178035982,2.276914222,-1.14300902
216,0.4154702313,0.4244593457,-0.6609644196,1.206103632,-0.9762483582,1.277277374,2.511759928,-0.6530161278,-0.3971565927,1.657983483
217,0.6959701086,-0.9528988983,0.983200011,2.095329476,2.439531881,-8.886242685,2.584070142,-2.075354885,-4.44012303,1.891425319
218,-0.3504969972,0.087550881,-1.669397836,0.559380105,-0.5762629168,-1.900057344,2.510390001,-1.421853574,0.5311393769,0.1473390142
219,-3.817706355,0.7890154725,-0.1929649512,-2.188397917,0.4791439973,1.309832359,0.8254666084,-0.575569277,0.0747141074,0.4490770309
220,-3.846390863,-4.562917407,2.067284404,-0.03999203461,0.04597388558,0.9891070755,0.8094003256,0.2471112814,-0.3597276561,0.5154720773
221,-3.845593796,1.717135178,-0.7876210709,-2.547353184,1.117359167,0.2442590687,0.5007747969,0.235915629,1.430794337,0.4851955595
222,-0.7282171584,0.6959809526,-0.3739521612,-2.015738327,0.1701742409,0.8476801137,0.3629994914,-0.9463734738,0.03852952847,1.852438419
223,-1.837979291,-0.2097175772,0.004791474565,-0.4727854927,-2.5047261,0.5344538541,0.9403175282,-0.4460354185,-0.4664661074,2.147599766
224,-0.7880131678,-0.531880668,1.836929327,-0.1218802691,-1.281976433,1.223522195,-0.197876107,0.08616517008,0.6768998401,2.121636822
225,-1.841820421,0.8677629077,-0.0008913345308,-0.2845398593,-2.584325035,-0.3950367361,0.7995636765,-0.8382790482,0.4420896805,2.487948549
226,-1.452969557,0.333846166,-0.2192861222,-0.4571717836,-1.867457637,0.0006003574267,0.8554907243,-0.1446200692,-1.202176149,2.845382485
227,-1.555159396,-1.913253771,0.2787173344,-0.7061379624,-1.847964918,-0.5503789758,0.7627335262,0.4217864947,-1.367217363,2.503489552
228,0.9156821783,-0.06188311849,0.0353268136,0.4943390776,1.761237512,1.788181955,0.8488575786,-0.7168477459,-1.239259156,-0.4349571712
229,0.05561865539,0.5164650128,1.400002377,1.452756451,0.5886410953,1.984169662,0.5900481594,-0.9490026979,-0.976644655,-1.481115496
230,-1.139340373,1.311849789,2.239691882,1.721439217,0.2161667341,0.9907598557,0.410402541,-0.523966729,0.2320762378,-1.856372093
231,2.117615212,2.028340444,0.1958833263,0.3470679119,3.60587051,1.264439473,-0.9056743525,-0.2155225928,1.047371676,-0.8807787383
232,-1.37431735,-1.223366077,2.224512816,1.457236818,1.201324187,2.574033795,-0.7618242636,-0.2014245908,0.3203766896,-1.457995069
233,-2.644788715,0.07098944277,2.457037506,1.233383689,-0.6433149939,0.9871187287,0.8345639477,-0.1621211979,0.7625912513,-0.2175185345
234,-3.100971118,-0.5859925183,-0.2162422467,0.4136178321,-1.448502268,0.6907069593,1.445735078,-0.5195548584,1.043490483,-0.07705097042
235,-3.608604293,-1.536570626,0.4008636739,0.177373235,-2.13186348,0.2261017264,1.794906347,-1.17008121,0.9480598587,-0.1544609116
236,-3.44260344,-0.8550928299,0.2895119265,-0.8020217564,-1.687687596,0.3657496287,2.024725981,-1.159349886,1.248882594,0.05649038236
237,-2.202218173,-5.749456722,1.465822505,1.319659231,-0.3761796938,1.086458484,1.09951014,0.4786347608,0.3876786313,-0.7282798794
238,-1.110775859,-1.787820697,-0.4137532682,0.3456390222,0.6292112114,0.8135778147,0.9569523519,0.8223659574,0.5129053242,-0.8894772522
239,-3.480152123,-1.461080923,-0.6592436524,0.5256522195,0.2434735943,-0.006267103971,0.4251889543,0.4786372612,0.8024842345,-1.534046866
240,-2.352387371,2.782993315,0.829613825,-2.087033246,0.4919929642,-0.3372506249,0.04140285998,-0.7516014892,-0.5531902312,-0.3527837821
241,-1.74124556,0.9859574428,2.500096952,-3.19666979,1.299778788,-1.639691952,0.4122646562,2.432206198,0.4736150106,-0.7509410727
242,-1.200625927,5.423129838,1.966351383,-1.518164039,-0.4336915135,-2.224384445,1.385692995,0.6092413328,1.721245078,-0.6865850572
243,-2.138588067,3.075750599,0.7048110106,-2.454768917,-0.2629420714,-0.7273822179,1.091350049,0.1331602691,-0.5103132653,-0.04195579141
244,-2.403138301,2.573324601,1.977655542,-2.692898583,1.170623579,-2.087884615,0.7013609618,-0.7749086751,1.473094396,-0.128712963
245,-2.511456744,3.264895828,0.7348206032,-2.495553542,1.100959922,-1.711175359,0.7199068073,-0.2081249901,0.829642026,0.2146796242
246,-3.871782659,4.335404323,1.570763126,0.2582615164,-1.738720153,-0.9221664811,-0.00945374101,-0.03732654579,-0.2574482232,-0.1689151209
247,-5.240632878,4.905615369,1.871403516,-0.2249311739,-1.739964096,-0.814514119,-0.04350426002,-1.615474284,0.6445089939,0.1715839901
248,-4.559865192,5.378091887,0.5164440152,0.6307914542,-2.18475732,-1.349854471,0.7393465366,-1.106292419,0.4352347697,0.4301796671
249,-2.449366573,5.111145049,1.893220989,1.914855505,-2.10709133,0.2142970622,-0.4356188781,-1.164843346,1.839893047,0.4296787506
250,-4.257333312,4.629382886,1.539235019,0.5915816427,-2.665497802,-1.354421926,1.203920668,-0.4714218448,0.8789462737,0.5657512129
251,-4.641880586,4.006983162,1.846480014,1.471101768,-2.195410897,-1.313440582,-0.06248784832,-1.148456764,1.176543882,0.2914619416
